order_id,customer_id,order_date,revenue,quantity,category,status,product_id,sku,unit_price,cost_of_goods,shipping_cost,tax_amount,discount_amount,channel,payment_method,customer_type,region,is_returned,return_reason
ORD-14372,CUST-1458,2024-06-11, 108.02 ,3,Electronics,Shipped,PROD-640,SKU-4165,36.01,43.21,16.06,8.64,0.00,Social Media,Credit Card,Returning,South,FALSE,
ORD-14373,CUST-1458,2024-06-16,122.85,2,Beauty,Returned,PROD-218,SKU-1311,61.43,49.14,7.91,9.83,0.00,Affiliate,Debit Card,Returning,East,FALSE,
ORD-14374,CUST-1459,2024-06-08,,1,Fashion,Shipped,PROD-362,SKU-2055,50.66,20.26,5.82,4.05,0.00,Social Media,Credit Card,Returning,East,FALSE,
ORD-14375,CUST-1459,2024-02-19,458.93,5,Beauty,Completed,PROD-894,SKU-3804,91.79,183.57,12.71,36.71,0.00,Affiliate,PayPal,New,West,FALSE,Defective
ORD-14376,CUST-1459,2025-03-08,405.06,5,Beauty,Returned,PROD-878,SKU-1624,81.01,162.02,18.88,32.40,0.00,Web,Debit Card,New,North,FALSE,Defective
ORD-14377,CUST-1460,10/19/2023,421.22,2,Beauty,Completed,PROD-386,SKU-3184,210.61,168.49,18.12,33.70,0.00,Web,PayPal,New,South,FALSE,
ORD-14378,CUST-1460,2024-03-14,172.58,2,Home,Pending,PROD-99,SKU-3102,86.29,69.03,9.96,13.81,0.00,Mobile App,Debit Card,Returning,South,FALSE,
ORD-14379,CUST-1460,2025-05-15,365.11,2,Home,Returned,PROD-944,SKU-3982,182.55,146.04,4.01,29.21,0.00,Mobile App,Debit Card,Returning,East,FALSE,
ORD-14380,CUST-1461,2023-03-29,420.27,1,Electronics,Completed,PROD-212,SKU-267,420.27,168.11,7.77,33.62,0.00,Affiliate,Credit Card,VIP,West,FALSE,
ORD-14381,CUST-1461,2025-03-26,216.73,5,Home,Completed,PROD-179,SKU-868,43.35,86.69,13.46,17.34,0.00,Mobile App,Credit Card,VIP,International,FALSE,
ORD-14382,CUST-1461,2026-01-21,70.52,2,Sports,Returned,PROD-351,SKU-4074,35.26,28.21,17.90,5.64,0.00,Social Media,PayPal,New,North,FALSE,
ORD-14383,CUST-1462,2025-02-18,121.96,5,Electronics,Returned,PROD-607,SKU-1794,24.39,48.79,11.95,9.76,0.00,Web,PayPal,Returning,South,FALSE,
ORD-14384,CUST-1462,2023-05-06,467.42,4,Home,Pending,PROD-64,SKU-941,116.86,186.97,18.28,37.39,0.00,Web,Debit Card,VIP,East,FALSE,
ORD-14385,CUST-1462,2023-04-05,344.20,1,Sports,Cancelled,PROD-42,SKU-3258,344.20,137.68,13.18,27.54,0.00,Affiliate,Credit Card,New,West,FALSE,
ORD-14386,CUST-1463,2025-11-01,29.27,5,Beauty,Pending,PROD-679,SKU-2615,5.85,11.71,15.06,2.34,0.00,Web,PayPal,VIP,West,TRUE,
ORD-14387,CUST-1463,2025-02-22,452.05,2,Beauty,Shipped,PROD-537,SKU-3637,226.02,180.82,11.94,36.16,0.00,Social Media,Crypto,Returning,South,FALSE,
ORD-14388,CUST-1463,2023-06-07,259.06,2,Beauty,Completed,PROD-453,SKU-3673,129.53,103.62,4.71,20.72,0.00,Affiliate,Debit Card,Returning,South,FALSE,
ORD-14389,CUST-1464,2023-10-17,316.90,3,Electronics,Cancelled,PROD-971,SKU-547,105.63,126.76,15.17,25.35,0.00,Affiliate,Credit Card,New,South,FALSE,
ORD-14390,CUST-1464,2024-02-23,238.66,2,Fashion,Cancelled,PROD-9,SKU-513,119.33,95.46,11.71,19.09,0.00,Social Media,Credit Card,Returning,East,FALSE,
ORD-14391,CUST-1464,2025-10-06,172.44,4,Home,Cancelled,PROD-284,SKU-3091,43.11,68.98,14.04,13.80,17.24,Affiliate,Credit Card,VIP,International,FALSE,
ORD-14392,CUST-1465,2023-03-18,115.45,2,,Pending,PROD-583,SKU-2374,57.72,46.18,12.54,9.24,11.54,Social Media,Debit Card,VIP,North,FALSE,
ORD-14393,CUST-1465,2023-11-06,358.07,5,Sports,Returned,PROD-422,SKU-1916,71.61,143.23,18.15,28.65,0.00,Social Media,Credit Card,VIP,East,FALSE,
ORD-14394,CUST-1465,2024-03-20,135.82,3,Beauty,Pending,PROD-713,SKU-37,45.27,54.33,15.48,10.87,0.00,Mobile App,Debit Card,New,North,FALSE,
ORD-14395,CUST-1466,2023-12-31,398.96,5,Beauty,Returned,PROD-288,SKU-4457,79.79,159.59,6.70,31.92,39.90,Affiliate,PayPal,Returning,International,FALSE,
ORD-14396,CUST-1466,2025-07-22,213.35,1,Home,Shipped,PROD-884,SKU-4616,213.35,85.34,17.43,17.07,0.00,Affiliate,Credit Card,New,East,FALSE,
ORD-14397,CUST-1466,2025-10-07,280.88,4,Sports,Pending,PROD-327,SKU-1598,70.22,112.35,10.31,22.47,0.00,Web,PayPal,VIP,West,FALSE,
ORD-14398,CUST-1467,Fri Feb 02 2024,330.31,3,Beauty,Cancelled,PROD-527,SKU-15,110.10,132.12,17.62,26.42,0.00,Web,PayPal,Returning,North,FALSE,
ORD-14399,CUST-1467,2025-08-25,454.54,1,Electronics,Returned,PROD-39,SKU-1101,454.54,181.82,18.90,36.36,0.00,Web,Credit Card,New,East,FALSE,
ORD-14400,CUST-1467,2024-10-04,335.47,2,Sports,Cancelled,PROD-451,SKU-4048,167.73,134.19,4.64,26.84,0.00,Affiliate,Credit Card,VIP,North,FALSE,
ORD-14401,CUST-1468,2024-07-06,95.08,2,Fashion,Shipped,PROD-367,SKU-2135,47.54,38.03,10.29,7.61,0.00,Affiliate,Credit Card,VIP,International,FALSE,
ORD-14402,CUST-1468,2023-08-15,143.40,4,Electronics,Cancelled,PROD-863,SKU-2217,35.85,57.36,17.86,11.47,0.00,Web,Debit Card,New,West,FALSE,
ORD-14403,CUST-1468,2026-02-07,197.73,4,Fashion,Completed,PROD-679,SKU-2550,49.43,79.09,9.49,15.82,19.77,Web,Credit Card,VIP,North,FALSE,
ORD-14404,CUST-1469,2025-07-15,268.36,5,Sports,Returned,PROD-584,SKU-357,53.67,107.34,13.55,21.47,0.00,Web,Debit Card,New,International,FALSE,
ORD-14405,CUST-1469,2024-09-16,486.84,2,Beauty,Returned,PROD-511,SKU-1909,243.42,194.74,17.55,38.95,0.00,Affiliate,Crypto,New,South,FALSE,
ORD-14406,CUST-1469,2025-10-21,364.34,3,Home,Completed,PROD-121,SKU-1929,121.45,145.74,13.95,29.15,0.00,Affiliate,PayPal,New,International,FALSE,
ORD-14407,CUST-1470,2025-01-01,281.08,1,Electronics,Completed,PROD-544,SKU-1641,281.08,112.43,1.87,22.49,0.00,Mobile App,Credit Card,VIP,East,FALSE,
ORD-14408,CUST-1470,2024-03-10,405.43,5,Beauty,Shipped,PROD-943,SKU-4423,81.09,162.17,9.38,32.43,0.00,Social Media,PayPal,VIP,West,FALSE,
ORD-14409,CUST-1470,2025-02-10,487.81,,Home,Pending,PROD-4,SKU-65,121.95,195.12,14.72,39.02,0.00,Affiliate,Credit Card,VIP,North,FALSE,
ORD-14410,CUST-1471,2023-08-14,464.82,5,Sports,Cancelled,PROD-364,SKU-525,92.96,185.93,5.31,37.19,0.00,Social Media,Debit Card,Returning,West,FALSE,
ORD-14411,CUST-1471,2024-03-22,138.32,2,Electronics,Cancelled,PROD-389,SKU-3436,69.16,55.33,14.15,11.07,0.00,Web,Crypto,New,North,FALSE,
ORD-14412,CUST-1471,1725392029942,230.53,5,Home,Completed,PROD-763,SKU-3540,46.11,92.21,10.80,18.44,0.00,Affiliate,Credit Card,New,International,FALSE,
ORD-14413,CUST-1472,2025-06-23,208.77,5,Home,Cancelled,PROD-380,SKU-282,41.75,83.51,7.55,16.70,0.00,Affiliate,Credit Card,New,East,FALSE,Defective
ORD-14414,CUST-1472,2025-12-16,452.24,3,Electronics,Returned,PROD-815,SKU-1423,150.75,180.90,5.10,36.18,0.00,Mobile App,Credit Card,Returning,East,FALSE,
ORD-14415,CUST-1472,2023-11-02,449.22,5,Home,Completed,PROD-184,SKU-595,89.84,179.69,13.60,35.94,44.92,Mobile App,Debit Card,VIP,West,FALSE,
ORD-14416,CUST-1473,2023-08-28,497.09,3,Fashion,Pending,PROD-206,SKU-2556,165.70,198.84,15.62,39.77,49.71,Web,Crypto,New,South,FALSE,
ORD-14417,CUST-1473,2025-11-19,310.91,1,Home,Completed,PROD-703,SKU-4401,310.91,124.36,3.34,24.87,0.00,Social Media,Debit Card,VIP,East,FALSE,
ORD-14418,CUST-1473,2026-03-08,469.79,5,Beauty,Cancelled,PROD-72,SKU-3881,93.96,187.92,15.32,37.58,0.00,Mobile App,PayPal,Returning,International,FALSE,
ORD-14419,CUST-1474,2023-07-28,352.50,4,Electronics,Completed,PROD-45,SKU-2904,88.12,141.00,9.35,28.20,0.00,Mobile App,Credit Card,VIP,International,FALSE,
ORD-14420,CUST-1474,Thu Aug 01 2024,104.91,1,Beauty,Shipped,PROD-425,SKU-3887,104.91,41.96,7.43,8.39,0.00,Affiliate,Debit Card,Returning,North,FALSE,
ORD-14421,CUST-1474,2024-12-21,324.05,1,Fashion,Pending,PROD-409,SKU-2962,324.05,129.62,6.49,25.92,0.00,Social Media,Crypto,Returning,West,FALSE,
ORD-14422,CUST-1475,2025-05-27,420.15,1,Fashion,Cancelled,PROD-846,SKU-3474,420.15,168.06,15.01,33.61,0.00,Web,Credit Card,Returning,East,FALSE,
ORD-14423,CUST-1475,2023-12-20,118.49,4,Sports,Pending,PROD-901,SKU-62,29.62,47.40,19.87,9.48,0.00,Mobile App,PayPal,Returning,West,FALSE,Defective
ORD-14424,CUST-1475,2024-01-21,502.75,1,Beauty,Shipped,PROD-415,SKU-905,502.75,201.10,1.74,40.22,50.28,Mobile App,Debit Card,Returning,South,FALSE,
ORD-14425,CUST-1476,2023-04-09,375.75,5,Electronics,Completed,PROD-769,SKU-2490,75.15,150.30,5.66,30.06,0.00,Affiliate,Debit Card,VIP,South,FALSE,
ORD-14426,CUST-1476,2025-01-19,319.17,4,Electronics,Returned,PROD-383,SKU-4833,79.79,127.67,11.75,25.53,0.00,Mobile App,Credit Card,Returning,East,TRUE,
ORD-14427,CUST-1476,2024-02-16,295.29,3,Home,Pending,PROD-950,SKU-4409,98.43,118.12,11.30,23.62,0.00,Web,Credit Card,New,East,FALSE,
ORD-14428,CUST-1477,2025-12-22,31.67,4,Fashion,Returned,PROD-138,SKU-3514,7.92,12.67,3.07,2.53,0.00,Web,Crypto,VIP,South,FALSE,
ORD-14429, CUST-1477 ,2023-07-08,127.23,3,Beauty,Returned,PROD-266,SKU-147,42.41,50.89,14.76,10.18,0.00,Affiliate,Credit Card,Returning,South,FALSE,
ORD-14430,CUST-1477,2023-07-19,20.54,5,Electronics,Cancelled,PROD-871,SKU-3816,4.11,8.22,4.70,1.64,0.00,Web,Crypto,New,International,FALSE,Defective
ORD-14431,CUST-1478,2024-10-10,434.58,1,Electronics,Returned,PROD-297,SKU-4191,434.58,173.83,16.13,34.77,0.00,Web,PayPal,VIP,International,FALSE,
ORD-14432,CUST-1478,2024-01-11,445.58,2,Beauty,Cancelled,PROD-928,SKU-1077,222.79,178.23,2.07,35.65,0.00,Web,Credit Card,New,International,FALSE,
ORD-14433, CUST-1478 ,2025-06-14,440.04,3,Fashion,Shipped,PROD-120,SKU-3542,146.68,176.02,6.87,35.20,0.00,Social Media,Credit Card,New,East,FALSE,
ORD-14434,CUST-1479,2023-12-07,,4,Sports,Returned,PROD-545,SKU-3594,37.47,59.96,19.31,11.99,14.99,Mobile App,PayPal,VIP,North,FALSE,
ORD-14435,CUST-1479,2023-09-02,158.80,1,Electronics,Pending,PROD-410,SKU-4525,158.80,63.52,15.08,12.70,0.00,Mobile App,Crypto,VIP,South,FALSE,
ORD-14436,CUST-1479,2024-02-17,155.13,1,Home,Returned,PROD-140,SKU-1631,155.13,62.05,13.46,12.41,0.00,Mobile App,Credit Card,Returning,International,FALSE,
ORD-14437,CUST-1480,2026-01-08,418.18,4,,Returned,PROD-500,SKU-943,104.55,167.27,17.95,33.45,0.00,Affiliate,Debit Card,Returning,South,FALSE,
ORD-14438,CUST-1480,2025-04-14,219.27,1,Home,Cancelled,PROD-587,SKU-622,219.27,87.71,11.74,17.54,21.93,Web,Credit Card,Returning,West,FALSE,
ORD-14439,CUST-1480,2023-05-01,152.38,5,Beauty,Pending,PROD-87,SKU-4743,30.48,60.95,15.68,12.19,0.00,Mobile App,PayPal,New,International,FALSE,
ORD-14440,CUST-1481,2024-05-01,92.02,1,Electronics,Cancelled,PROD-507,SKU-1442,92.02,36.81,16.40,7.36,0.00,Social Media,Debit Card,VIP,South,FALSE,Defective
ORD-14441,CUST-1481,2025-01-02,288.85,1,Electronics,Returned,PROD-648,SKU-4934,288.85,115.54,13.18,23.11,0.00,Affiliate,PayPal,New,West,FALSE,
ORD-14442,CUST-1481,2023-08-02,177.95,3,Electronics,Pending,PROD-470,SKU-906,59.32,71.18,5.47,14.24,17.80,Mobile App,PayPal,Returning,North,FALSE,
ORD-14443,CUST-1482,2025-07-14,341.60,2,Sports,Completed,PROD-944,SKU-1552,170.80,136.64,11.87,27.33,0.00,Web,Credit Card,Returning,West,FALSE,
ORD-14444,CUST-1482,2025-07-25,127.31,1,Beauty,Pending,PROD-210,SKU-1149,127.31,50.92,10.32,10.18,12.73,Affiliate,Crypto,New,West,FALSE,
ORD-14445,CUST-1482,2026-02-01,56.21,5,Beauty,Shipped,PROD-104,SKU-1732,11.24,22.48,10.54,4.50,5.62,Web,PayPal,Returning,South,FALSE,
ORD-14446,CUST-1483,2024-11-13,205.48,4, Electronics ,Returned,PROD-580,SKU-1432,51.37,82.19,9.26,16.44,0.00,Mobile App,PayPal,New,East,TRUE,
ORD-14447, CUST-1483 ,2024-04-01,309.87,3,Fashion,Completed,PROD-486,SKU-2683,103.29,123.95,0.37,24.79,0.00,Web,Credit Card,New,East,FALSE,
ORD-14448,CUST-1483,6/30/2023,64.45,,Beauty,Cancelled,PROD-762,SKU-1358,21.48,25.78,5.24,5.16,0.00,Affiliate,Debit Card,VIP,East,FALSE,
ORD-14449,CUST-1484,Sat Jun 24 2023,413.61,4,Beauty,Cancelled,PROD-232,SKU-4723,103.40,165.44,1.59,33.09,0.00,Affiliate,PayPal,New,East,FALSE,
ORD-14450,CUST-1484,2025-11-17,326.74,3,Beauty,Returned,PROD-210,SKU-4038,108.91,130.70,12.76,26.14,0.00,Affiliate,PayPal,VIP,West,FALSE,
ORD-14451,CUST-1484,2025-06-25,290.17,5,Sports,Cancelled,PROD-853,SKU-1749,58.03,116.07,0.77,23.21,0.00,Web,Credit Card,VIP,International,FALSE,
ORD-14452,CUST-1485,2024-07-23,58.23,2,Home,Shipped,PROD-3,SKU-3541,29.12,23.29,19.29,4.66,5.82,Social Media,Crypto,New,West,FALSE,
ORD-14453,CUST-1485,2024-11-15,267.87,5,Home,Pending,PROD-402,SKU-3161,53.57,107.15,18.75,21.43,0.00,Affiliate,Crypto,VIP,International,FALSE,
ORD-14454,CUST-1485,2023-03-19,291.79,1,Home,Pending,PROD-974,SKU-1561,291.79,116.72,5.68,23.34,0.00,Web,Credit Card,VIP,South,FALSE,
ORD-14455,CUST-1486,2023-03-16,,3,Beauty,Returned,PROD-877,SKU-2942,63.42,76.10,8.85,15.22,0.00,Social Media,Debit Card,VIP,International,FALSE,
ORD-14456,CUST-1486,2024-05-30,289.19,2,Beauty,Cancelled,PROD-164,SKU-4702,144.60,115.68,7.95,23.14,0.00,Web,Debit Card,Returning,North,FALSE,
ORD-14457,CUST-1486,2023-06-12,399.17,1,Sports,Cancelled,PROD-33,SKU-3360,399.17,159.67,17.45,31.93,39.92,Social Media,Crypto,Returning,International,FALSE,
ORD-14458,CUST-1487,2025-11-27,379.84,3,,Cancelled,PROD-898,SKU-4586,126.61,151.93,7.91,30.39,0.00,Mobile App,Credit Card,VIP,South,FALSE,
ORD-14459,CUST-1487,2023-07-29,372.11,2,Sports,Returned,PROD-538,SKU-3799,186.06,148.84,1.79,29.77,0.00,Social Media,PayPal,New,North,FALSE,
ORD-14460,CUST-1487,2025-08-26,65.58,5,Beauty,Returned,PROD-587,SKU-3654,13.12,26.23,18.88,5.25,6.56,Mobile App,Credit Card,New,International,FALSE,
ORD-14461, CUST-1488 ,2/9/2025,378.19,5,Beauty,Returned,PROD-379,SKU-2695,75.64,151.28,14.37,30.26,0.00,Web,Debit Card,Returning,International,FALSE,
ORD-14462,CUST-1488,2025-02-21,34.12,1,Beauty,Returned,PROD-84,SKU-180,34.12,13.65,0.93,2.73,3.41,Affiliate,Debit Card,VIP,South,FALSE,
ORD-14463,CUST-1488,2025-12-30,103.55,1,Electronics,Shipped,PROD-339,SKU-3391,103.55,41.42,5.94,8.28,0.00,Social Media,Credit Card,Returning,West,FALSE,
ORD-14464,CUST-1489,2025-05-03,13.49,1,Home,Completed,PROD-479,SKU-4937,13.49,5.40,19.25,1.08,0.00,Mobile App,PayPal,VIP,South,FALSE,
ORD-14465,CUST-1489,2023-10-04,348.71,400,,Completed,PROD-373,SKU-3674,87.18,139.48,12.49,27.90,34.87,Social Media,Debit Card,New,South,FALSE,
ORD-14466,CUST-1489,2025-03-08,237.14,1,Beauty,Pending,PROD-677,SKU-3822,237.14,94.86,13.87,18.97,0.00,Affiliate,Debit Card,Returning,East,FALSE,
ORD-14467,CUST-1490,2024-08-23,317.07,2,Sports,Returned,PROD-91,SKU-4622,158.53,126.83,4.32,25.37,0.00,Mobile App,PayPal,New,South,FALSE,
ORD-14468,CUST-1490,2025-10-17,201.33,2,Beauty,Returned,PROD-444,SKU-752,100.66,80.53,13.89,16.11,0.00,Affiliate,Credit Card,VIP,International,FALSE,
ORD-14469,CUST-1490,2025-10-23,87.17,4,Home,Shipped,PROD-518,SKU-335,21.79,34.87,6.67,6.97,0.00,Web,Debit Card,New,West,FALSE,
ORD-14470,CUST-1491,2024-07-06,199.86,3,Sports,Returned,PROD-851,SKU-1554,66.62,79.94,7.37,15.99,0.00,Mobile App,PayPal,New,East,FALSE,
ORD-14471,CUST-1491,2024-03-13,310.09,2,Home,Returned,PROD-693,SKU-3640,155.04,124.03,16.00,24.81,0.00,Web,PayPal,VIP,South,FALSE,
ORD-14472,CUST-1491,2026-01-23,496.77,3,Sports,Pending,PROD-988,SKU-1425,165.59,198.71,17.18,39.74,49.68,Affiliate,Debit Card,New,East,FALSE,
ORD-14473,CUST-1492,2023-02-08,286.27,1,Sports,Completed,PROD-961,SKU-3224,286.27,114.51,17.81,22.90,0.00,Web,PayPal,New,South,TRUE,
ORD-14474,CUST-1492,2024-10-13, 396.81 ,1,Fashion,Pending,PROD-914,SKU-865,396.81,158.72,4.62,31.74,0.00,Web,Crypto,VIP,East,FALSE,
ORD-14475,,2023-12-09,380.53,4,Electronics,Pending,PROD-721,SKU-857,95.13,152.21,2.64,30.44,38.05,Web,PayPal,New,West,FALSE,
ORD-14476,CUST-1493,2024-11-09,85.44,5,Beauty,Shipped,PROD-244,SKU-2636,17.09,34.18,16.29,6.84,0.00,Affiliate,Credit Card,Returning,East,FALSE,
ORD-14477,CUST-1493,2024-03-07,146.93,2,Home,Pending,PROD-417,SKU-4325,73.47,58.77,9.87,11.75,0.00,Social Media,Credit Card,New,North,FALSE,
ORD-14478,CUST-1493,2024-02-16,108.63,1,Electronics,Shipped,PROD-989,SKU-1098,108.63,43.45,5.05,8.69,0.00,Web,PayPal,New,South,FALSE,
ORD-14479,CUST-1494,1676696167854,116.15,2,Sports,Pending,PROD-496,SKU-3399,58.08,46.46,8.94,9.29,11.62,Affiliate,Crypto,Returning,South,FALSE,Defective
ORD-14480,CUST-1494,2024-01-19,235.07,5,Beauty,Cancelled,PROD-511,SKU-3277,47.01,94.03,17.80,18.81,0.00,Mobile App,Debit Card,New,East,FALSE,
ORD-14481,CUST-1494,2024-01-19,262.46,2,Sports,Completed,PROD-845,SKU-2521,131.23,104.99,16.34,21.00,0.00,Social Media,Debit Card,VIP,East,FALSE,
ORD-14482,CUST-1495,Thu Dec 18 2025,30.15,4,Home,Shipped,PROD-43,SKU-4233,7.54,12.06,10.85,2.41,0.00,Mobile App,PayPal,Returning,West,FALSE,
ORD-14483,CUST-1495,2025-11-25,189.23,5,Beauty,Shipped,PROD-554,SKU-986,37.85,75.69,2.63,15.14,18.92,Mobile App,Debit Card,Returning,North,FALSE,
ORD-14484,CUST-1495,2025-03-06,223.13,5,Beauty,Pending,PROD-852,SKU-552,44.63,89.25,2.23,17.85,0.00,Web,Debit Card,Returning,International,FALSE,
ORD-14485,CUST-1496,2024-12-25,484.62,4,Electronics,Shipped,PROD-246,SKU-1805,121.16,193.85,15.33,38.77,0.00,Web,Credit Card,Returning,International,TRUE,
ORD-14486,CUST-1496,2025-09-21,495.81,3,Sports,Shipped,PROD-107,SKU-695,165.27,198.32,18.44,39.66,0.00,Social Media,Crypto,VIP,North,FALSE,
ORD-14487,CUST-1496,3/3/2025,190.05,4,Beauty,Cancelled,PROD-107,SKU-2142,47.51,76.02,3.35,15.20,19.01,Web,PayPal,New,South,FALSE,
ORD-14488,CUST-1497,2024-11-24,471.60,4,Home,Shipped,PROD-13,SKU-3349,117.90,188.64,19.86,37.73,0.00,Social Media,Crypto,Returning,West,FALSE,
ORD-14489,CUST-1497,2023-10-15,111.68,1,Electronics,Completed,PROD-707,SKU-1672,111.68,44.67,14.26,8.93,0.00,Affiliate,Debit Card,New,South,FALSE,
ORD-14490,CUST-1497,2025-11-05,499.57,2, Fashion ,Completed,PROD-794,SKU-629,249.79,199.83,9.11,39.97,49.96,Web,Credit Card,New,North,FALSE,
ORD-14491,CUST-1498,2024-07-08,183.31,5,Fashion,Cancelled,PROD-866,SKU-4520,36.66,73.32,0.02,14.66,0.00,Affiliate,PayPal,VIP,East,FALSE,
ORD-14492,CUST-1498,2023-05-15,311.33,2,Sports,Pending,PROD-656,SKU-1626,155.67,124.53,2.02,24.91,0.00,Affiliate,Debit Card,Returning,West,TRUE,
ORD-14493,CUST-1498,2025-07-08,13.69,5,Electronics,Cancelled,PROD-860,SKU-1632,2.74,5.48,13.61,1.10,0.00,Affiliate,Credit Card,New,West,FALSE,
ORD-14494,CUST-1499,2025-05-05,413.30,3,Electronics,Completed,PROD-94,SKU-4861,137.77,165.32,14.09,33.06,0.00,Affiliate,Crypto,New,East,FALSE,Defective
ORD-14495,CUST-1499,2024-05-31,230.05,3,Electronics,Shipped,PROD-342,SKU-1283,76.68,92.02,6.05,18.40,23.00,Web,Crypto,Returning,South,FALSE,
ORD-14496,CUST-1499,2023-08-05,384.55,1,Fashion,Shipped,PROD-422,SKU-1139,384.55,153.82,3.42,30.76,0.00,Affiliate,Debit Card,Returning,International,FALSE,
ORD-14497,CUST-1500,2026-01-29,394.32,1,Sports,Completed,PROD-201,SKU-3466,394.32,157.73,9.64,31.55,0.00,Web,Debit Card,Returning,South,FALSE,Defective
ORD-14498,CUST-1500,2023-11-30,388.85,4,Fashion,Completed,PROD-50,SKU-2007,97.21,155.54,10.37,31.11,0.00,Mobile App,Credit Card,Returning,West,FALSE,
ORD-14499, CUST-1500 ,2023-11-30,474.79,5,Home,Completed,PROD-908,SKU-2664,94.96,189.92,8.76,37.98,0.00,Web,Credit Card,Returning,South,FALSE,
ORD-14500,CUST-1501,2024-10-08,264.08,3,Sports,Completed,PROD-44,SKU-4727,88.03,105.63,4.15,21.13,0.00,Web,Credit Card,Returning,North,FALSE,
ORD-14501,,2023-10-21,450.88,4,Beauty,Cancelled,PROD-156,SKU-3818,112.72,180.35,6.72,36.07,0.00,Affiliate,Crypto,New,South,FALSE,
ORD-14502,CUST-1501,2025-01-26,190.17,5,Beauty,Shipped,PROD-243,SKU-2194,38.03,76.07,9.08,15.21,19.02,Affiliate,Credit Card,Returning,International,FALSE,
ORD-14503,CUST-1502,2025-10-10,403.52,4,Beauty,Cancelled,PROD-867,SKU-2393,100.88,161.41,9.07,32.28,40.35,Social Media,Credit Card,New,South,FALSE,
ORD-14504,CUST-1502,2023-01-21,36.57,2,Fashion,Pending,PROD-169,SKU-3855,18.28,14.63,19.69,2.93,0.00,Social Media,Debit Card,Returning,East,FALSE,
ORD-14505,CUST-1502,2024-09-16,133.22,5,Electronics,Returned,PROD-109,SKU-3547,26.64,53.29,8.12,10.66,0.00,Mobile App,PayPal,New,East,FALSE,
ORD-14506,CUST-1503,2023-04-09,149.43,2,Electronics,Completed,PROD-488,SKU-4007,74.71,59.77,16.02,11.95,0.00,Affiliate,Crypto,New,South,FALSE,
ORD-14507,CUST-1503,2023-02-11,160.43,2,Sports,Cancelled,PROD-506,SKU-1952,80.22,64.17,8.46,12.83,0.00,Mobile App,Crypto,VIP,North,FALSE,
ORD-14508,CUST-1503,2026-02-11,205.06,5,Fashion,Shipped,PROD-281,SKU-3951,41.01,82.02,1.29,16.40,0.00,Mobile App,Credit Card,New,International,FALSE,
ORD-14509,CUST-1504,2025-01-13,503.97,2,Sports,Returned,PROD-735,SKU-4433,251.99,201.59,10.85,40.32,0.00,Affiliate,Credit Card,Returning,West,FALSE,
ORD-14510,CUST-1504,2024-06-07,,4,Beauty,Completed,PROD-105,SKU-4808,112.11,179.38,18.17,35.88,0.00,Affiliate,Crypto,Returning,South,FALSE,
ORD-14511,CUST-1504,2024-12-28,358.44,3,Sports,Cancelled,PROD-572,SKU-256,119.48,143.37,17.44,28.67,0.00,Social Media,Debit Card,Returning,East,FALSE,
ORD-14512,CUST-1505,2024-01-15,181.25,5,Fashion,Shipped,PROD-901,SKU-1500,36.25,72.50,8.25,14.50,0.00,Web,Credit Card,New,West,FALSE,
ORD-14513,CUST-1505,2024-07-18,242.98,4,Electronics,Returned,PROD-277,SKU-3294,60.75,97.19,1.87,19.44,0.00,Social Media,Crypto,New,North,FALSE,
ORD-14514,CUST-1505,2024-09-13,435.14,4,Electronics,Returned,PROD-434,SKU-397,108.79,174.06,18.73,34.81,0.00,Web,Debit Card,New,East,FALSE,
ORD-14515,CUST-1506,2024-10-17,251.74,2,Sports,Shipped,PROD-948,SKU-2366,125.87,100.70,14.70,20.14,0.00,Mobile App,Credit Card,New,South,FALSE,
ORD-14516,CUST-1506,2023-06-22,121.98,3,Home,Shipped,PROD-109,SKU-2916,40.66,48.79,9.93,9.76,0.00,Affiliate,Crypto,New,West,FALSE,
ORD-14517,CUST-1506,2025-10-01,362.39,5,Beauty,Shipped,PROD-542,SKU-2948,72.48,144.96,14.50,28.99,0.00,Social Media,Debit Card,Returning,North,FALSE,
ORD-14518,CUST-1507,1750004772016,258.12,1,Beauty,Completed,PROD-152,SKU-4082,258.12,103.25,5.32,20.65,25.81,Affiliate,Credit Card,Returning,West,FALSE,
ORD-14519,CUST-1507,2023-02-27,167.81,2,Home,Cancelled,PROD-450,SKU-4464,83.91,67.12,2.91,13.42,0.00,Social Media,Crypto,Returning,South,FALSE,Defective
ORD-14520,CUST-1507,6/11/2024,384.91,1, Beauty ,Pending,PROD-718,SKU-4323,384.91,153.96,8.95,30.79,38.49,Web,Debit Card,VIP,East,FALSE,
ORD-14521,CUST-1508,2023-05-04,352.89,4,Beauty,Returned,PROD-406,SKU-1018,88.22,141.16,14.26,28.23,0.00,Social Media,Debit Card,New,International,FALSE,
ORD-14522,CUST-1508,2023-06-04,116.80,2,Electronics,Completed,PROD-894,SKU-2362,58.40,46.72,15.64,9.34,0.00,Social Media,Crypto,Returning,North,FALSE,
ORD-14523,CUST-1508,2025-03-23,185.35,4,Fashion,Pending,PROD-40,SKU-2106,46.34,74.14,14.57,14.83,0.00,Social Media,Debit Card,VIP,International,FALSE,
ORD-14524,CUST-1509,4/2/2024,10.72,1,Home,Pending,PROD-501,SKU-1923,10.72,4.29,8.93,0.86,0.00,Affiliate,PayPal,Returning,West,FALSE,
